src_ip,dst_ip,src_port,protocol,timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.10.10.11,8.8.8.8,20032,6,2026-05-11 09:06:24,443,117009919,16,15,1019,5144,397,0,63.6875,107.0269242,4126,0,342.9333333,1051.910267,52.67074837,0.264934804,3900330.633,14700000.0,58200000,1,117000000,7800661.267,20400000.0,58200000,467,117000000,8340728.286,21100000.0,58200000,1,0,0,0,0,344,312,0.136740544,0.12819426,0,4126,192.59375,725.2369072,525968.5716,0,0,0,1,0,0,0,0,0,198.8064516,63.6875,342.9333333,344,0,0,0,0,0,0,16,1019,15,5144,8192,360,8,20,291034.0,4589.12301,294279,287789,58100000.0,140685.2581,58200000,58000000,BENIGN
10.10.10.12,151.101.1.69,20033,6,2026-05-11 09:06:36,53,48635,2,2,90,144,45,45,45.0,0.0,72,72,72.0,0.0,4811.349851,82.2452966,16211.66667,28034.40646,48583,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,41.1226483,41.1226483,45,72,55.8,14.78850905,218.7,0,0,0,0,0,0,0,0,1,69.75,45.0,72.0,40,0,0,0,0,0,0,2,90,2,144,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.13,61.135.169.121,20034,6,2026-05-11 09:06:48,53,23294,1,1,38,103,38,38,38.0,0.0,103,103,103.0,0.0,6053.060874,85.85901949,23294.0,0.0,23294,23294,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.92950974,42.92950974,38,103,59.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,89.5,38.0,103.0,20,0,0,0,0,0,0,1,38,1,103,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.14,1.1.1.1,20035,6,2026-05-11 09:07:00,53,167,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1940119.76047904,23952.0958083832,55.6666666667,91.221342532,161,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11976.0479041916,11976.0479041916,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.15,104.16.132.229,20036,6,2026-05-11 09:07:12,443,8007603,2,0,54,0,27,27,27.0,0.0,0,0,0.0,0.0,6.74359106,0.249762632,8007603.0,0.0,8007603,8007603,8007603,8007603.0,0.0,8007603,8007603,0,0.0,0.0,0,0,1,0,0,0,40,0,0.249762632,0.0,27,27,27.0,0.0,0.0,0,1,0,0,1,1,0,0,0,40.5,27.0,0.0,40,0,0,0,0,0,0,2,54,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.16,52.84.217.72,20037,6,2026-05-11 09:07:24,60240,100095618,7,6,11595,394,4344,0,1656.428571,1760.597234,376,0,65.66666667,152.0600758,119.7754731,0.129875815,8341301.5,28900000.0,100000000,3,100000000,16700000.0,40800000.0,100000000,47,100000000,20000000.0,44700000.0,100000000,3,0,0,0,0,232,164,0.069933131,0.059942684,0,4344,856.3571429,1459.165283,2129163.324,0,0,0,0,1,0,0,0,0,922.2307692,1656.428571,65.66666667,232,0,0,0,0,0,0,7,11595,6,394,235,229,4,32,11945.0,0.0,11945,11945,100000000.0,0.0,100000000,100000000,BENIGN
10.10.10.17,114.114.114.114,20038,6,2026-05-11 09:07:36,443,1123463,9,7,532,4629,195,0,59.11111111,83.52760688,1460,0,661.2857143,728.3952028,4593.831751,14.24167952,74897.53333,153519.0974,376322,4,1123463,140432.875,192199.3086,378585,4,746753,124458.8333,191795.3522,376025,4,0,0,0,0,192,148,8.010944731,6.230734791,0,1460,303.5882353,545.7158211,297805.7574,0,0,0,1,0,0,0,0,0,322.5625,59.11111111,661.2857143,192,0,0,0,0,0,0,9,532,7,4629,8192,30016,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.18,23.45.119.216,20039,6,2026-05-11 09:07:48,60448,98640669,7,9,11613,62,5840,0,1659.0,2429.621575,20,0,6.888888889,5.30199124,118.3588891,0.162204902,6576044.6,24700000.0,95900000,0,98600000,16400000.0,39500000.0,97100000,15,97100000,12100000.0,33800000.0,95900000,0,0,0,0,0,152,192,0.070964644,0.091240257,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,1243563.0,0.0,1243563,1243563,95900000.0,0.0,95900000,95900000,BENIGN
10.10.10.11,8.8.8.8,20040,6,2026-05-11 09:08:00,80,115383430,16,14,528,985,444,0,33.0,109.6102185,979,0,70.35714286,261.5302916,13.11280138,0.260002671,3978738.966,4876215.088,10000000,80,115000000,7692228.667,4157552.218,10000000,165,110000000,8484267.846,3757692.536,10000000,12367,0,0,0,0,332,424,0.138668091,0.12133458,0,979,48.80645161,189.9362032,36075.76129,0,0,0,1,0,0,0,0,0,50.43333333,33.0,70.35714286,332,0,0,0,0,0,0,16,528,14,985,8192,119,15,20,30608.36364,27405.56883,113204,21974,9996242.545,17387.33022,10000000,9945548,BENIGN
10.10.10.12,151.101.1.69,20041,6,2026-05-11 09:08:12,53,184,2,2,110,174,55,55,55.0,0.0,87,87,87.0,0.0,1543478.261,21739.13043,61.33333333,66.0176744,133,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10869.56522,10869.56522,55,87,67.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,84.75,55.0,87.0,40,0,0,0,0,0,0,2,110,2,174,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.13,61.135.169.121,20042,6,2026-05-11 09:08:24,80,119884975,5,3,199,1651,181,0,39.8,78.97594571,1645,0,550.3333333,948.0138888,15.43145836,0.066730631,17100000.0,45300000.0,120000000,22,120000000,30000000.0,59900000.0,120000000,45,29531,14765.5,19514.02584,28564,967,0,0,0,0,112,72,0.041706644,0.025023987,0,1645,205.5555556,542.9839112,294831.5278,0,0,0,1,0,0,0,0,0,231.25,39.8,550.3333333,112,0,0,0,0,0,0,5,199,3,1651,65535,946,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10.10.10.14,1.1.1.1,20043,6,2026-05-11 09:08:36,53,48326,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,2193.436245,41.38558954,48326.0,0.0,48326,48326,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.69279477,20.69279477,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,32,0,0,0,0,0,0,1,45,1,61,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
