 Label, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
PortScan,0.1389028763256275,6.666666055555613e-07,0.0,3.425572584457492e-06,1.5503875968992249e-07,9.153974007870556e-09,8.058017727639001e-05,0.0008602150537634,0.000336651757795,0.0,0.0003072196620583,0.0020718232044198,0.0010343935867597,0.0,0.1119722997363207,0.3383084577116667,6.666665944444523e-07,0.0,6.666665944444523e-07,6.749999212500092e-07,0.0,0.0,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999855824522228,0.9945919512236872,0.0049751243766666,0.0074626865649999,0.0013812154696132,0.0002417405318291,0.0009988584474314,0.0004880883750922,2.3809523808035717e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0012842465754524,0.000336651757795,0.0010343935867597,0.999855824522228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5539607429113364e-07,3.425572584457492e-06,9.153974007870556e-09,0.0156402587890625,1.52587890625e-05,0.0,0.9999997876584084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,0.0012207217517357,0.0007321999328816,9.100920103022416e-06,1.712786292228746e-05,2.0155038759689923e-06,1.7708362718225593e-05,0.0008058017727639,0.0,0.0014588242838344,0.0014403288737505,0.4485407066052227,0.0,0.4002068787173519,0.4639991280946891,0.111977880526801,0.3333485105462667,0.0001046928458249,0.0003850530882271,0.0007217499218104,1.333333177777796e-07,8.108333333333333e-06,4.054166666666667e-06,5.474455147612591e-06,6.783333333333333e-06,1.4249998575000145e-06,0.0007316833333333,0.0001829208333333,0.000510553387128,0.0007216416666666,1.6666666666666667e-08,0.0,0.0,0.0,0.0,0.9998558260121304,0.994592036442032,1.13829097e-05,2.845727425e-05,0.0,0.3529411764705882,0.3873240108042519,0.6240107492134169,0.3891687177678572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.3734910103059495,0.0014588242838344,0.4002068787173519,0.9998558260121304,0.0,0.0,0.0,0.0,0.0,0.0,9.100920103022416e-06,2.020148965784737e-06,1.712786292228746e-05,1.7708362718225593e-05,0.1250152587890625,0.003509521484375,9.365181192843128e-06,0.9999997802078264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PortScan,0.0629587243457694,5.33333284444449e-07,0.0,3.425572584457492e-06,0.0,9.153974007870556e-09,0.0,0.0,0.0,0.0,0.0003072196620583,0.0020718232044198,0.0010343935867597,0.0,0.1119715467662092,0.339869281045,5.333332755555619e-07,0.0,5.333332755555619e-07,5.416666034722296e-07,0.0,0.0,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998558250188622,0.9945919512236872,0.0065359477133333,0.00980392157,0.0,0.0002417405318291,0.0005993150685188,0.0007321325625326,5.357142857142858e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0007705479452714,0.0,0.0010343935867597,0.9998558250188622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.425572584457492e-06,9.153974007870556e-09,0.4455718994140625,1.52587890625e-05,0.0,0.9999998174607372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PortScan,0.0157167925535973,4.749999564583373e-07,0.0,3.425572584457492e-06,1.5503875968992249e-07,9.153974007870556e-09,8.058017727639001e-05,0.0008602150537634,0.000336651757795,0.0,0.0003072196620583,0.0020718232044198,0.0010343935867597,0.0,0.1119990644004288,0.3409090909083334,4.749999485416723e-07,0.0,4.749999485416723e-07,4.83333276944451e-07,0.0,0.0,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999855824522228,0.9945919512236872,0.0075757575766666,0.011363636365,0.0013812154696132,0.0002417405318291,0.0009988584474314,0.0004880883750922,2.3809523808035717e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0012842465754524,0.000336651757795,0.0010343935867597,0.999855824522228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5539607429113364e-07,3.425572584457492e-06,9.153974007870556e-09,0.0156402587890625,1.52587890625e-05,0.0,0.9999997876584084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS Hulk,0.0012207217517357,0.8347639651466366,2.275230025755604e-05,2.0553435506744956e-05,2.496124031007752e-05,1.769005477020985e-05,0.0129734085414987,0.0,0.0090334888347272,0.0184484124405373,0.2965693804403482,0.0,0.3331609344022067,0.2661499140153456,0.1119211487846351,0.3333333532990579,0.0758877304121625,0.3561309769672212,0.8333333513888871,1.333333177777796e-07,0.8333333333333334,0.1666666666666666,0.5283505001589468,0.8333333333333334,1.1666665500000119e-07,0.001262375,0.000252475,0.0006427858022271,0.001044025,3.833333333333334e-07,0.0,0.0,0.0,0.0,0.9998558299852028,0.9945921179552312,1.9965724333333332e-08,2.9948586499999995e-08,0.0,0.2333601933924254,0.2746937565999441,0.3628530789956988,0.1315877335267857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0064102564102564,0.2550727739858795,0.0090334888347272,0.3331609344022067,0.9998558299852028,0.0,0.0,0.0,0.0,0.0,0.0,2.275230025755604e-05,2.5018767960872517e-05,2.0553435506744956e-05,1.769005477020985e-05,0.0041961669921875,0.00360107421875,4.682590596421564e-06,0.9999998025595728,4.5454545454545464e-08,0.0,4.5454545454545464e-08,4.5454545454545464e-08,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334
PortScan,0.4781719691767758,6.083332775694496e-07,0.0,3.425572584457492e-06,1.5503875968992249e-07,9.153974007870556e-09,8.058017727639001e-05,0.0008602150537634,0.000336651757795,0.0,0.0003072196620583,0.0020718232044198,0.0010343935867597,0.0,0.1119782732990137,0.3388888888883333,6.083332674305628e-07,0.0,6.083332674305628e-07,6.166665947222306e-07,0.0,0.0,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999855824522228,0.9945919512236872,0.0055555555566666,0.0083333333349999,0.0013812154696132,0.0002417405318291,0.0009988584474314,0.0004880883750922,2.3809523808035717e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0012842465754524,0.000336651757795,0.0010343935867597,0.999855824522228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5539607429113364e-07,3.425572584457492e-06,9.153974007870556e-09,0.0156402587890625,1.52587890625e-05,0.0,0.9999997876584084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PortScan,0.0021972991531242,4.666666238888929e-07,0.0,3.425572584457492e-06,0.0,9.153974007870556e-09,0.0,0.0,0.0,0.0,0.0003072196620583,0.0020718232044198,0.0010343935867597,0.0,0.1119809326259434,0.3410852713183334,4.666666161111167e-07,0.0,4.666666161111167e-07,4.749999445833398e-07,0.0,0.0,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998558250188622,0.9945919512236872,0.0077519379833333,0.011627906975,0.0,0.0002417405318291,0.0005993150685188,0.0007321325625326,5.357142857142858e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0007705479452714,0.0,0.0010343935867597,0.9998558250188622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.425572584457492e-06,9.153974007870556e-09,0.4455718994140625,1.52587890625e-05,0.0,0.9999998174607372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bot,0.1232928969253071,0.0085390242172561,9.100920103022416e-06,1.0276717753372477e-05,0.0,2.7461922023611672e-08,0.0,0.0,0.0,0.0,0.0003072196620583,0.0020718232044198,0.0010343935867597,0.0,0.1119211053030151,0.3333343092572893,0.001707891481645,0.0032983443697177,0.0042834078692974,4.716666116388953e-06,0.0085333333333333,0.0042666666666666,4.6754354342847646e-05,0.004289975,0.0042434579089875,0.0085343166666666,0.0042671583333333,4.3673791788186753e-05,0.0042888833333333,0.0042454333333333,0.0,0.0,0.0,0.0,0.9998558266329228,0.9945919882751416,9.75923956e-07,1.463885934e-06,0.0,0.0002417405318291,0.00077054794511,0.0006778230421284,4.591836736607143e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0007705479452714,0.0,0.0010343935867597,0.9998558266329228,0.0,0.0,0.0,0.0,0.0,0.0,9.100920103022416e-06,0.0,1.0276717753372477e-05,2.7461922023611672e-08,0.1250152587890625,1.52587890625e-05,0.0,0.9999997951089906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS Hulk,0.0012207217517357,1.4166665368055678e-07,4.550460051511208e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119210977701543,0.4166666666666667,1.416666513194461e-07,0.0,1.416666513194461e-07,1.4999998250000205e-07,3.3333333333333334e-08,3.3333333333333334e-08,0.0,3.3333333333333334e-08,1.3333332000000134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998558257638132,0.9945919326979602,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998558257638132,0.0,0.0,0.0,0.0,0.0,0.0,4.550460051511208e-06,0.0,0.0,0.0,0.00384521484375,0.0,0.0,0.9999998025595728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,0.0012207217517357,0.0011626332267586,9.100920103022416e-06,2.0553435506744956e-05,2.0155038759689923e-06,1.7699208744217723e-05,0.0008058017727639,0.0,0.0014588242838344,0.0014403288737505,0.2242703533026113,0.0,0.3333333333333333,0.2145043044539253,0.1119568378550043,0.33334408579027,0.000145423942579,0.0005432618815918,0.0010938498814995,1.4166665013889082e-07,6.6475e-05,3.32375e-05,6.662119386370258e-05,6.645e-05,1.2499998750000125e-07,0.0011620083333333,0.0002324016666666,0.0006856399476637,0.0010937416666666,1.416666666666667e-07,0.0,0.0,0.0,0.0,0.9998558260121304,0.9945920549677588,7.168304623333334e-06,2.1504913875e-05,0.0,0.1764705882352941,0.348411815083408,0.3477193226616271,0.1208401989285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0128205128205128,0.3318207763126559,0.0014588242838344,0.3333333333333333,0.9998558260121304,0.0,0.0,0.0,0.0,0.0,0.0,9.100920103022416e-06,2.020148965784737e-06,2.0553435506744956e-05,1.7699208744217723e-05,0.1250152587890625,0.003509521484375,9.365181192843128e-06,0.9999997802078264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS Hulk,0.0012207217517357,0.842497589437721,2.7302760309067245e-05,2.0553435506744956e-05,2.496124031007752e-05,1.769005477020985e-05,0.0129734085414987,0.0,0.0077429904292852,0.0170799110488996,0.2965693804403482,0.0,0.3331609344022067,0.2661499140153456,0.1119211483163526,0.333333354764322,0.070208230585775,0.3431593188657661,0.8416666838194428,1.2499998541666836e-07,0.8416666666666667,0.14,0.4869807741957183,0.8416666666666667,1.0833332250000109e-07,0.00123705,0.00024741,0.0007077804825604,0.0011347916666666,3.833333333333334e-07,0.0,0.0,0.0,0.0,0.999855830978471,0.9945921179552312,2.307952633333333e-08,2.96736765e-08,0.0,0.2333601933924254,0.2550727739792411,0.3524423498691783,0.1241452072767857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2354517913814599,0.0077429904292852,0.3331609344022067,0.999855830978471,0.0,0.0,0.0,0.0,0.0,0.0,2.7302760309067245e-05,2.5018767960872517e-05,2.0553435506744956e-05,1.769005477020985e-05,0.00384521484375,0.00360107421875,4.682590596421564e-06,0.9999998025595728,5.454545454545455e-08,0.0,5.454545454545455e-08,5.454545454545455e-08,0.8416666666666667,0.0,0.8416666666666667,0.8416666666666667
DDoS,0.0012207217517357,0.1002640074757993,1.3651380154533624e-05,0.0,1.8604651162790695e-06,0.0,0.0002417405318291,0.0025806451612903,0.001009955273385,0.0,0.0,0.0,0.0,0.0,0.1119210986255299,0.333333388742659,0.0334214074876808,0.0819158613592941,0.1000000974999894,1.1666665305555715e-07,0.1,0.033421302775,0.0821069261917641,0.1,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998558262604472,0.9945919326979602,1.1081865133333335e-07,0.0,0.0041436464088397,0.0002417405318291,0.0017979452055564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0019263698631786,0.001009955273385,0.0,0.9998558262604472,0.0,0.0,0.0,0.0,0.0,0.0,1.3651380154533624e-05,1.8647528914936036e-06,0.0,0.0,0.0039215087890625,0.0,1.4047771789264692e-05,0.9999997802078264,9.09090909090909e-09,0.0,9.09090909090909e-09,9.09090909090909e-09,0.1,0.0,0.1,0.1
PortScan,0.0297093156328679,8.499999220833406e-07,0.0,3.425572584457492e-06,1.5503875968992249e-07,9.153974007870556e-09,8.058017727639001e-05,0.0008602150537634,0.000336651757795,0.0,0.0003072196620583,0.0020718232044198,0.0010343935867597,0.0,0.1119596430705188,0.337078651685,8.499999079166767e-07,0.0,8.499999079166767e-07,8.583332331944561e-07,0.0,0.0,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999855824522228,0.9945919512236872,0.0037453183533333,0.00561797753,0.0013812154696132,0.0002417405318291,0.0009988584474314,0.0004880883750922,2.3809523808035717e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0012842465754524,0.000336651757795,0.0010343935867597,0.999855824522228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5539607429113364e-07,3.425572584457492e-06,9.153974007870556e-09,0.0156402587890625,1.52587890625e-05,0.0,0.9999997876584084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
