Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Label
53,330,2,2,74,198,37.0,99.0,824242.4242,12121.21212,BENIGN
53,221,2,2,74,106,37.0,53.0,814479.638,18099.54751,BENIGN
53,302,2,2,70,460,35.0,230.0,1754966.887,13245.03311,BENIGN
53,283,2,2,70,460,35.0,230.0,1872791.519,14134.27562,BENIGN
53,166,2,2,70,302,35.0,151.0,2240963.855,24096.38554,BENIGN
53,275,2,2,80,290,40.0,145.0,1345454.545,14545.45455,BENIGN
53,266,2,2,80,326,40.0,163.0,1526315.789,15037.59398,BENIGN
53,102033,2,2,64,196,32.0,98.0,2548.195192,39.20300295,BENIGN
53,51453,2,2,64,204,32.0,102.0,5208.637009,77.74085087,BENIGN
53,1140,2,2,72,246,36.0,123.0,278947.3684,3508.77193,BENIGN
53,293,2,2,72,328,36.0,164.0,1365187.713,13651.87713,BENIGN
22,1333970,41,42,2664,6954,64.97560976,165.5714286,7210.057198,62.22028981,BENIGN
22,187,1,1,0,0,0.0,0.0,0.0,10695.18717,BENIGN
22,1335604,41,42,2728,6634,66.53658537,157.952381,7009.562715,62.14416848,BENIGN
22,111,1,1,0,0,0.0,0.0,0.0,18018.01802,BENIGN
443,143347,47,60,1325,108751,28.19148936,1812.516667,767898.8748,746.4404557,BENIGN
443,143899,46,58,1325,110185,28.80434783,1899.741379,774918.5192,722.7291364,BENIGN
443,142605,45,58,1325,108751,29.44444444,1875.017241,771894.3936,722.274815,BENIGN
443,142499,46,53,1313,100063,28.54347826,1887.981132,711415.5187,694.7417175,BENIGN
443,23828,27,31,162,59368,6.0,1915.096774,2498321.303,2434.11113,BENIGN
443,119090,23,28,1169,45025,50.82608696,1608.035714,387891.5106,428.2475439,BENIGN
443,23841,26,31,156,59368,6.0,1915.096774,2496707.353,2390.83931,BENIGN
443,199037,47,63,1325,100049,28.19148936,1588.079365,509322.3873,552.661063,BENIGN
443,142923,46,60,1307,95705,28.41304348,1595.083333,678771.0865,741.6580956,BENIGN
443,446800,23,28,1169,43577,50.82608696,1556.321429,100147.7171,114.1450313,BENIGN
443,141851,47,55,1325,98601,28.19148936,1792.745455,704443.3948,719.0643704,BENIGN
443,145376,51,60,1331,110185,26.09803922,1836.416667,767086.7268,763.5373101,BENIGN
443,142904,47,56,1313,104393,27.93617021,1864.160714,739699.3786,720.7635895,BENIGN
443,142508,50,59,1331,104393,26.62,1769.372881,741881.1575,764.8693407,BENIGN
443,142561,48,59,1319,110185,27.47916667,1867.542373,782149.3957,750.5559024,BENIGN
443,142389,52,60,1337,110185,25.71153846,1836.416667,783220.614,786.5776148,BENIGN
443,142403,45,58,1319,103922,29.31111111,1791.758621,739036.3967,723.2993687,BENIGN
443,142089,45,55,1313,104393,29.17777778,1898.054545,743942.1771,703.7842479,BENIGN
443,142098,49,58,1325,104393,27.04081633,1799.87931,743979.5071,753.0014497,BENIGN
443,128912,21,26,1169,43577,55.66666667,1676.038462,347105.0019,364.5897977,BENIGN
443,143215,50,61,1337,110185,26.74,1806.311475,778703.3481,775.0584785,BENIGN
443,185921,48,58,1337,105841,27.85416667,1824.844828,576470.6515,570.1346271,BENIGN
443,131198,29,50,1169,92809,40.31034483,1856.18,716306.651,602.1433254,BENIGN
443,187746,48,64,1331,100049,27.72916667,1563.265625,539984.8732,596.5506589,BENIGN
443,188450,47,59,1325,100049,28.19148936,1695.745763,537935.792,562.4834174,BENIGN
443,300724,49,65,1325,102959,27.04081633,1583.984615,346776.4462,379.0851412,BENIGN
443,195652,49,60,1343,105841,27.40816327,1764.016667,547829.8203,557.1116063,BENIGN
443,143173,51,58,1337,104393,26.21568627,1799.87931,738477.2269,761.3167287,BENIGN
443,142748,47,57,1325,108751,28.19148936,1907.912281,771121.1365,728.5566173,BENIGN
443,142235,47,57,1319,101497,28.06382979,1780.649123,722860.0555,731.1843077,BENIGN
443,152597,42,51,1283,95705,30.54761905,1876.568627,635582.613,609.4484164,BENIGN
443,142263,47,58,1331,104393,28.31914894,1799.87931,743158.7974,738.0696316,BENIGN
443,142478,49,57,1325,104393,27.04081633,1831.45614,741995.2554,743.9745083,BENIGN
443,125417,29,55,1169,98601,40.31034483,1792.745455,795506.1913,669.7656618,BENIGN
443,188411,43,59,1313,105841,30.53488372,1793.915254,568724.756,541.3696653,BENIGN
443,141785,44,55,1313,93786,29.84090909,1705.2,670726.8047,698.2402934,BENIGN
443,155181,78,106,1457,215903,18.67948718,2036.820755,1400686.94,1185.712168,BENIGN
443,200946,47,56,1325,100049,28.19148936,1786.589286,504483.7917,512.5755178,BENIGN
443,142298,45,55,1301,104393,28.91111111,1898.054545,742765.1829,702.7505657,BENIGN
443,196861,44,58,1319,105841,29.97727273,1824.844828,544343.4708,518.132083,BENIGN
443,197144,45,56,1313,100049,29.17777778,1786.589286,514152.0919,512.3158706,BENIGN
443,142230,53,61,1343,110185,25.33962264,1806.311475,784138.3674,801.5186669,BENIGN
443,143922,46,59,1313,110185,28.54347826,1867.542373,774711.302,729.561846,BENIGN
443,142755,47,59,1331,108751,28.31914894,1843.237288,771125.3546,742.5309096,BENIGN
443,124970,31,50,1169,95705,37.70967742,1914.1,775178.0427,648.1555573,BENIGN
443,142117,47,54,1325,102959,28.19148936,1906.648148,733789.7648,710.6820437,BENIGN
443,142224,45,54,1307,102959,29.04444444,1906.648148,733111.1486,696.0850489,BENIGN
443,143176,48,57,1319,104393,27.47916667,1831.45614,738336.034,733.3631335,BENIGN
443,142472,47,65,1319,110185,28.06382979,1695.153846,782637.992,786.1193778,BENIGN
443,185687,47,59,1325,105841,28.19148936,1793.915254,577132.4864,570.8531023,BENIGN
443,142746,42,56,1319,108751,31.4047619,1941.982143,771089.9079,686.5341235,BENIGN
443,185922,46,58,1319,105841,28.67391304,1824.844828,576370.7361,559.3743613,BENIGN
443,143435,49,58,1325,108751,27.04081633,1875.017241,767427.7547,745.9825008,BENIGN
443,186578,48,62,1331,100049,27.72916667,1613.693548,543365.2413,589.565758,BENIGN
443,190175,49,60,1337,105841,27.28571429,1764.016667,563575.654,573.1563034,BENIGN
443,142210,44,56,1313,110185,29.84090909,1967.589286,784037.6907,703.18543,BENIGN
443,142963,50,61,1337,110185,26.74,1806.311475,780075.9637,776.4246693,BENIGN
443,142878,48,61,1331,110185,27.72916667,1806.311475,780498.0473,762.8886183,BENIGN
443,190109,47,54,1331,107303,28.31914894,1987.092593,571430.0743,531.2741638,BENIGN
443,143397,49,59,1319,113081,26.91836735,1916.627119,797785.1698,753.1538317,BENIGN
443,250001,19,27,1169,46473,61.52631579,1721.222222,190567.2377,183.999264,BENIGN
443,188539,45,59,1319,104407,29.31111111,1769.610169,560764.6163,551.6100117,BENIGN
443,142469,48,59,1325,110185,27.60416667,1867.542373,782696.5866,751.0405772,BENIGN
443,23598,26,30,156,56486,6.0,1882.866667,2400288.16,2373.082465,BENIGN
443,142921,49,58,1325,104393,27.04081633,1799.87931,739695.3562,748.6653466,BENIGN
443,142553,44,55,1319,105855,29.97727273,1924.636364,751818.6218,694.4785448,BENIGN
443,142823,48,53,1319,104393,27.47916667,1969.679245,740160.8985,707.1690134,BENIGN
443,143432,49,61,1331,110185,27.16326531,1806.311475,777483.4068,766.9139383,BENIGN
443,153205,69,116,1415,215903,20.50724638,1861.232759,1418478.509,1207.532391,BENIGN
443,118987,22,27,1169,43577,53.13636364,1613.962963,376057.8887,411.8096935,BENIGN
443,143445,48,59,1331,105855,27.72916667,1794.152542,747227.1602,745.930496,BENIGN
443,24781,25,29,150,55024,6.0,1897.37931,2226463.823,2179.088818,BENIGN
443,142625,45,55,1319,108751,29.31111111,1977.290909,771744.0841,701.1393514,BENIGN
443,144147,47,58,1313,110185,27.93617021,1899.741379,773502.05,728.4230681,BENIGN
443,312417,24,31,1169,47921,48.70833333,1545.83871,157129.7337,176.046758,BENIGN
443,197560,44,56,1313,105841,29.84090909,1890.017857,542387.1229,506.1753391,BENIGN
443,207397,48,55,1337,105841,27.85416667,1924.381818,516777.0026,496.6320631,BENIGN
443,144045,48,58,1325,107289,27.60416667,1849.810345,754028.2551,735.8811483,BENIGN
443,201971,47,57,1325,100049,28.19148936,1755.245614,501923.5435,514.9254101,BENIGN
443,188080,43,56,1313,104407,30.53488372,1864.410714,562101.2335,526.3717567,BENIGN
443,142377,46,62,1325,105855,28.80434783,1707.33871,752790.1276,758.5494848,BENIGN
443,196656,44,58,1313,101511,29.84090909,1750.189655,522862.2569,518.6721992,BENIGN
443,141942,47,56,1319,104393,28.06382979,1864.160714,744754.8999,725.6485043,BENIGN
443,142878,50,61,1331,110185,26.62,1806.311475,780498.0473,776.8865746,BENIGN
443,125846,30,53,1169,98601,38.96666667,1860.396226,792794.3677,659.5362586,BENIGN
443,119881,20,26,1169,46473,58.45,1787.423077,397410.7657,383.7138496,BENIGN
443,23547,25,28,150,56486,6.0,2017.357143,2405232.089,2250.817514,BENIGN
443,142554,47,57,1313,104393,27.93617021,1831.45614,741515.4959,729.5481011,BENIGN
443,142702,44,53,1307,101497,29.70454545,1915.037736,720410.3657,679.7381957,BENIGN
80,1293792,3,7,26,11607,8.666666667,1658.142857,8991.398927,7.72921768,DDoS
80,4421382,4,0,24,0,6.0,0.0,5.42816703,0.904694505,DDoS
80,1083538,3,6,26,11601,8.666666667,1933.5,10730.58813,8.306123089,DDoS
80,80034360,8,4,56,11601,7.0,2900.25,145.6499433,0.149935603,DDoS
80,642654,3,6,26,11607,8.666666667,1934.5,18101.49785,14.0044254,DDoS
80,79731718,8,5,56,11601,7.0,2320.2,146.2027947,0.163046781,DDoS
80,306157,3,6,26,11607,8.666666667,1934.5,37996.84476,29.39668209,DDoS
80,79780371,8,4,56,11607,7.0,2901.75,146.1888414,0.150412938,DDoS
80,682575,3,5,26,11607,8.666666667,2321.4,17042.81581,11.72032377,DDoS
80,79098660,8,6,56,11607,7.0,1934.5,147.4487684,0.176994149,DDoS
80,670265,3,6,26,11607,8.666666667,1934.5,17355.82195,13.42752493,DDoS
80,79099557,7,6,50,11607,7.142857143,1934.5,147.3712425,0.164349846,DDoS
80,1270646,3,6,26,11607,8.666666667,1934.5,9155.18563,7.083011319,DDoS
80,77818286,8,6,56,11601,7.0,1933.5,149.7976966,0.179906301,DDoS
80,1281820,3,6,26,11607,8.666666667,1934.5,9075.377198,7.021266637,DDoS
80,77807512,8,6,56,11607,7.0,1934.5,149.8955525,0.179931213,DDoS
80,13724,3,6,26,11601,8.666666667,1933.5,847201.9819,655.7854853,DDoS
80,10453138,4,0,24,0,6.0,0.0,2.29596127,0.382660212,DDoS
80,1632,3,6,26,11607,8.666666667,1934.5,7128063.725,5514.705882,DDoS
80,10440135,5,0,30,0,6.0,0.0,2.873526061,0.47892101,DDoS
80,1604,3,6,26,11607,8.666666667,1934.5,7252493.766,5610.972569,DDoS
80,10426959,4,0,24,0,6.0,0.0,2.301725748,0.383620958,DDoS
80,1533,3,6,26,11607,8.666666667,1934.5,7588388.78,5870.841487,DDoS
80,10417544,4,0,24,0,6.0,0.0,2.303805964,0.383967661,DDoS
80,1393,3,6,26,11607,8.666666667,1934.5,8351040.919,6460.875808,DDoS
80,10414106,4,0,24,0,6.0,0.0,2.304566518,0.38409442,DDoS
80,1590,3,6,26,11607,8.666666667,1934.5,7316352.201,5660.377358,DDoS
80,10403699,4,0,24,0,6.0,0.0,2.306871815,0.384478636,DDoS
80,1217,3,6,26,11607,8.666666667,1934.5,9558751.027,7395.234182,DDoS
80,10401308,4,0,24,0,6.0,0.0,2.307402108,0.384567018,DDoS
80,658536,3,6,26,11607,8.666666667,1934.5,17664.94163,13.66667881,DDoS
80,9733523,4,0,24,0,6.0,0.0,2.465705377,0.410950896,DDoS
80,1655458,3,6,26,11607,8.666666667,1934.5,7027.058373,5.436561967,DDoS
80,8734350,4,0,24,0,6.0,0.0,2.747771729,0.457961955,DDoS
80,1271648,3,6,26,11607,8.666666667,1934.5,9147.971766,7.077430232,DDoS
80,8452090,4,0,24,0,6.0,0.0,2.839534364,0.473255727,DDoS
80,283381,3,5,26,11607,8.666666667,2321.4,41050.74088,28.23054474,DDoS
80,8439207,4,0,24,0,6.0,0.0,2.843869098,0.473978183,DDoS
80,53148,3,6,26,11607,8.666666667,1934.5,218879.3558,169.3384511,DDoS
80,8424013,4,0,24,0,6.0,0.0,2.848998452,0.474833075,DDoS
80,24707,3,5,26,11607,8.666666667,2321.4,470838.224,323.7948759,DDoS
80,8415090,4,0,24,0,6.0,0.0,2.852019408,0.475336568,DDoS
80,15548,3,6,26,11607,8.666666667,1934.5,748199.1253,578.8525855,DDoS
80,8411825,4,0,24,0,6.0,0.0,2.853126402,0.475521067,DDoS
80,9613,3,6,26,11607,8.666666667,1934.5,1210132.113,936.2321856,DDoS
80,8403319,4,0,24,0,6.0,0.0,2.856014391,0.476002399,DDoS
80,4184,3,6,26,11607,8.666666667,1934.5,2780353.728,2151.051625,DDoS
80,8399787,4,0,24,0,6.0,0.0,2.857215308,0.476202551,DDoS
80,668769,3,6,26,11607,8.666666667,1934.5,17394.64598,13.45756158,DDoS
80,7731256,5,0,30,0,6.0,0.0,3.880352688,0.646725448,DDoS
80,659835,3,6,26,11607,8.666666667,1934.5,17630.16512,13.63977358,DDoS
80,7731078,4,0,24,0,6.0,0.0,3.104353623,0.517392271,DDoS
80,1655971,3,6,26,11607,8.666666667,1934.5,7024.881474,5.434877785,DDoS
80,6731582,4,0,24,0,6.0,0.0,3.565283762,0.59421396,DDoS
80,1271982,3,6,26,11607,8.666666667,1934.5,9145.56967,7.075571824,DDoS
80,6448146,4,0,24,0,6.0,0.0,3.722000091,0.620333349,DDoS
80,1282555,3,6,26,11607,8.666666667,1934.5,9070.176328,7.017242925,DDoS
80,6438204,5,0,30,0,6.0,0.0,4.659684595,0.776614099,DDoS
80,306849,3,6,26,11607,8.666666667,1934.5,37911.155,29.33038726,DDoS
80,6412382,4,0,24,0,6.0,0.0,3.742758931,0.623793155,DDoS
80,35992,3,6,26,11607,8.666666667,1934.5,323210.7135,250.0555679,DDoS
80,6400548,4,0,24,0,6.0,0.0,3.749678934,0.624946489,DDoS
80,28338,3,6,26,11607,8.666666667,1934.5,410508.8574,317.5947491,DDoS
80,6396903,4,0,24,0,6.0,0.0,3.751815527,0.625302588,DDoS
80,674102,3,6,26,11607,8.666666667,1934.5,17257.03232,13.35109523,DDoS
80,5727050,5,0,30,0,6.0,0.0,5.23829895,0.873049825,DDoS
80,1658353,3,6,26,11607,8.666666667,1934.5,7014.791181,5.427071317,DDoS
80,4730808,4,0,24,0,6.0,0.0,5.073129157,0.845521526,DDoS
80,1658555,3,6,26,11607,8.666666667,1934.5,7013.936831,5.426410339,DDoS
80,4726615,4,0,24,0,6.0,0.0,5.077629551,0.846271592,DDoS
80,11390,3,6,26,11601,8.666666667,1933.5,1020807.726,790.166813,DDoS
80,8039786,5,0,30,0,6.0,0.0,3.731442603,0.621907101,DDoS
80,11469,3,6,26,11601,8.666666667,1933.5,1013776.266,784.7240387,DDoS
80,8037798,5,0,30,0,6.0,0.0,3.732365506,0.622060918,DDoS
80,10415,3,4,26,11601,8.666666667,2900.25,1116370.619,672.1075372,DDoS
80,8036938,5,0,30,0,6.0,0.0,3.732764891,0.622127482,DDoS
80,9827,3,5,26,11601,8.666666667,2320.2,1183168.821,814.0836471,DDoS
80,8034753,5,0,30,0,6.0,0.0,3.733779993,0.622296665,DDoS
80,8812,3,4,26,11601,8.666666667,2900.25,1319450.749,794.3713118,DDoS
80,8033798,5,0,30,0,6.0,0.0,3.734223838,0.62237064,DDoS
80,8003,3,4,26,11601,8.666666667,2900.25,1452830.189,874.671998,DDoS
80,8032782,4,0,24,0,6.0,0.0,2.987756919,0.497959487,DDoS
80,8031465,4,0,24,0,6.0,0.0,2.988246852,0.498041142,DDoS
80,12740,3,6,26,11601,8.666666667,1933.5,912637.3626,706.4364207,DDoS
80,8029795,5,0,30,0,6.0,0.0,3.736085417,0.622680903,DDoS
80,842118,3,6,26,11607,8.666666667,1934.5,13813.97856,10.68733835,DDoS
80,7187822,4,0,24,0,6.0,0.0,3.338980848,0.556496808,DDoS
80,901739,3,6,26,11607,8.666666667,1934.5,12900.62867,9.980715041,DDoS
80,7126496,5,0,30,0,6.0,0.0,4.209642439,0.701607073,DDoS
80,903357,3,6,26,11607,8.666666667,1934.5,12877.5224,9.962838612,DDoS
80,7123335,4,0,24,0,6.0,0.0,3.369208383,0.561534731,DDoS
80,902779,3,5,26,11607,8.666666667,2321.4,12885.76717,8.861526464,DDoS
80,7122419,5,0,30,0,6.0,0.0,4.212052113,0.702008686,DDoS
80,902069,3,5,26,11607,8.666666667,2321.4,12895.90929,8.86850119,DDoS
80,7121367,4,0,24,0,6.0,0.0,3.370139469,0.561689912,DDoS
80,906594,3,5,26,11607,8.666666667,2321.4,12831.54312,8.824236648,DDoS
80,7115266,5,0,30,0,6.0,0.0,4.216286503,0.702714417,DDoS
80,905592,3,5,26,11607,8.666666667,2321.4,12845.74069,8.8340003,DDoS
80,7109276,4,0,24,0,6.0,0.0,3.375871186,0.562645198,DDoS
80,905985,3,5,26,11607,8.666666667,2321.4,12840.16844,8.83016827,DDoS
80,7107579,4,0,24,0,6.0,0.0,3.376677206,0.562779534,DDoS
80,440356,3,6,26,11607,8.666666667,1934.5,26417.2624,20.43800925,DDoS
80,7093229,5,0,30,0,6.0,0.0,4.229385517,0.704897586,DDoS
80,130586,3,6,26,11607,8.666666667,1934.5,89083.05638,68.92009863,DDoS
80,7040809,4,0,24,0,6.0,0.0,3.408699199,0.568116533,DDoS
80,99076,3,6,26,11607,8.666666667,1934.5,117414.9138,90.83935565,DDoS
80,7010466,4,0,24,0,6.0,0.0,3.423452877,0.57057548,DDoS
80,99854,3,5,26,11607,8.666666667,2321.4,116500.0901,80.11697078,DDoS
80,7007965,4,0,24,0,6.0,0.0,3.424674638,0.570779106,DDoS
80,99343,3,6,26,11607,8.666666667,1934.5,117099.3427,90.59521053,DDoS
80,7006987,4,0,24,0,6.0,0.0,3.425152637,0.570858773,DDoS
80,101190,3,5,26,11607,8.666666667,2321.4,114961.9528,79.05919557,DDoS
80,7003621,4,0,24,0,6.0,0.0,3.426798795,0.571133132,DDoS
80,99737,3,5,26,11607,8.666666667,2321.4,116636.7547,80.21095481,DDoS
80,7001059,4,0,24,0,6.0,0.0,3.428052813,0.571342136,DDoS
80,100287,3,6,26,11607,8.666666667,1934.5,115997.0884,89.7424392,DDoS
80,6999281,4,0,24,0,6.0,0.0,3.428923628,0.571487271,DDoS
80,101436,3,6,26,11607,8.666666667,1934.5,114683.15,88.72589613,DDoS
80,6996959,4,0,24,0,6.0,0.0,3.430061545,0.571676924,DDoS
80,85845,3,6,26,11607,8.666666667,1934.5,135511.678,104.8401188,DDoS
80,6993630,4,0,24,0,6.0,0.0,3.43169427,0.571949045,DDoS
80,500825,3,6,26,11607,8.666666667,1934.5,23227.67434,17.97034892,DDoS
80,6523113,4,0,24,0,6.0,0.0,3.679224934,0.613204156,DDoS
80,906698,3,6,26,11607,8.666666667,1934.5,12830.07131,9.926127553,DDoS
80,6088411,5,0,30,0,6.0,0.0,4.927394028,0.821232338,DDoS
80,904862,3,6,26,11607,8.666666667,1934.5,12856.10402,9.94626805,DDoS
80,6087669,5,0,30,0,6.0,0.0,4.927994607,0.821332434,DDoS
80,906939,3,5,26,11607,8.666666667,2321.4,12826.66199,8.820879905,DDoS
80,6084954,4,0,24,0,6.0,0.0,3.944154713,0.657359119,DDoS
80,916317,3,6,26,11607,8.666666667,1934.5,12695.38817,9.821928437,DDoS
80,6072504,4,0,24,0,6.0,0.0,3.952241118,0.658706853,DDoS
80,915747,3,5,26,11607,8.666666667,2321.4,12703.29032,8.736037355,DDoS
80,6071099,4,0,24,0,6.0,0.0,3.953155763,0.658859294,DDoS
80,916020,3,6,26,11607,8.666666667,1934.5,12699.50438,9.825112989,DDoS
80,6077709,4,0,24,0,6.0,0.0,3.948856387,0.658142731,DDoS
