Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Label
21,7882645,9,15,104,188,11.55555556,12.53333333,37.04340358,3.044663308,FTP-Patator
1163,57,1,1,0,6,0.0,6.0,105263.1579,35087.7193,PortScan
64095,101988455,6,9,11613,62,1935.5,6.888888889,114.4737412,0.14707547,BENIGN
53,23428,1,1,66,98,66.0,98.0,7000.170736,85.3679358,BENIGN
43539,3,2,0,53,0,26.5,0.0,17700000.0,666666.6667,BENIGN
22,12049904,20,33,2008,2745,100.4,83.18181818,394.4429765,4.39837529,SSH-Patator
22,12084147,21,32,2008,2745,95.61904762,85.78125,393.3252384,4.385911558,SSH-Patator
80,90677761,9,5,62,11607,6.888888889,2321.4,128.6864593,0.154392873,DDoS
22,11395313,22,33,2008,2745,91.27272727,83.18181818,417.1013117,4.826545791,SSH-Patator
22,43,1,1,0,0,0.0,0.0,0.0,46511.62791,SSH-Patator
22,95,1,1,0,0,0.0,0.0,0.0,21052.63158,SSH-Patator
21,8958347,9,15,98,188,10.88888889,12.53333333,31.92553269,2.67906568,FTP-Patator
9009,50,1,1,2,6,2.0,6.0,160000.0,40000.0,PortScan
80,6353871,10,12,679,11666,67.9,972.1666667,1942.910078,3.462456194,BENIGN
53,30543,2,2,86,204,43.0,102.0,9494.810595,130.9629048,BENIGN
21,4,2,0,14,0,7.0,0.0,3500000.0,500000.0,FTP-Patator
1001,43,1,1,2,6,2.0,6.0,186046.5116,46511.62791,PortScan
21,9734642,9,15,105,188,11.66666667,12.53333333,30.09869289,2.465421944,FTP-Patator
443,10981052,8,9,1038,1024,129.75,113.7777778,187.7780016,1.548121255,BENIGN
80,102625468,8,5,56,11607,7.0,2321.4,113.646254,0.126674209,DDoS
18101,43,1,1,0,6,0.0,6.0,139534.8837,46511.62791,PortScan
42510,10,1,1,2,6,2.0,6.0,800000.0,200000.0,PortScan
443,5773959,8,6,611,4032,76.375,672.0,804.1276358,2.424679496,BENIGN
53,126525,2,2,58,510,29.0,255.0,4489.231377,31.61430547,BENIGN
32783,63,1,1,0,6,0.0,6.0,95238.09524,31746.03175,PortScan
80,341830,3,6,26,11601,8.666666667,1933.5,34013.98356,26.32887693,DDoS
21,246,2,1,14,0,7.0,0.0,56910.56911,12195.12195,FTP-Patator
22,12924430,21,32,2008,2745,95.61904762,85.78125,367.753162,4.100761117,SSH-Patator
301,43,1,1,0,6,0.0,6.0,139534.8837,46511.62791,PortScan
80,8930797,5,0,30,0,6.0,0.0,3.359162682,0.559860447,DDoS
22,10106134,21,32,2008,2745,95.61904762,85.78125,470.3084285,5.244339725,SSH-Patator
53,23271,1,1,49,65,49.0,65.0,4898.801083,85.94387865,BENIGN
80,1211998,3,5,26,11607,8.666666667,2321.4,9598.200657,6.600670958,DDoS
22,72,1,1,0,0,0.0,0.0,0.0,27777.77778,SSH-Patator
22,12657510,21,32,2008,2745,95.61904762,85.78125,375.5082951,4.187237458,SSH-Patator
53,748,2,2,66,180,33.0,90.0,328877.0053,5347.593583,BENIGN
22,12974460,20,33,2008,2745,100.4,83.18181818,366.3350922,4.084948429,SSH-Patator
22,10848349,21,32,2024,2745,96.38095238,85.78125,439.6060636,4.885536039,SSH-Patator
22,61,1,1,0,0,0.0,0.0,0.0,32786.88525,SSH-Patator
22,12556312,19,31,2024,2745,106.5263158,88.5483871,379.8089758,3.982060975,SSH-Patator
53,23756,2,2,84,140,42.0,70.0,9429.196834,168.3785149,BENIGN
21,9478483,9,15,109,188,12.11111111,12.53333333,31.33412805,2.532050751,FTP-Patator
22,11879890,22,32,2008,2745,91.27272727,85.78125,400.0878796,4.545496633,SSH-Patator
5566,44,1,1,2,6,2.0,6.0,181818.1818,45454.54545,PortScan
21,8635840,9,15,102,188,11.33333333,12.53333333,33.58098344,2.779115871,FTP-Patator
80,91550490,8,4,56,11607,7.0,2901.75,127.3941843,0.131075213,DDoS
80,1957981,6,0,36,0,6.0,0.0,18.38628669,3.064381115,DDoS
55472,64,1,1,0,0,0.0,0.0,0.0,31250.0,BENIGN
6129,67,1,1,0,6,0.0,6.0,89552.23881,29850.74627,PortScan
21,8742628,9,15,105,188,11.66666667,12.53333333,33.51395027,2.745169988,FTP-Patator
53,77359667,3,3,191,427,63.66666667,142.3333333,7.988659,0.077559796,BENIGN
888,43,1,1,0,6,0.0,6.0,139534.8837,46511.62791,PortScan
9944,49,1,1,2,6,2.0,6.0,163265.3061,40816.32653,PortScan
53,30814,2,2,68,158,34.0,79.0,7334.328552,129.8111248,BENIGN
53,185,2,2,84,284,42.0,142.0,1989189.189,21621.62162,BENIGN
22,14066840,21,32,2008,2745,95.61904762,85.78125,337.8868317,3.767726085,SSH-Patator
21,8675574,9,15,102,188,11.33333333,12.53333333,33.42718303,2.766387561,FTP-Patator
5555,49,1,1,2,6,2.0,6.0,163265.3061,40816.32653,PortScan
22,99,1,1,0,0,0.0,0.0,0.0,20202.0202,SSH-Patator
80,5581900,4,0,24,0,6.0,0.0,4.299611243,0.716601874,DDoS
80,34047,3,5,26,11607,8.666666667,2321.4,341674.7437,234.9693071,DDoS
22,75,1,1,0,0,0.0,0.0,0.0,26666.66667,SSH-Patator
7800,16,1,1,2,6,2.0,6.0,500000.0,125000.0,PortScan
22,11428980,21,32,2024,2745,96.38095238,85.78125,417.2725825,4.637334215,SSH-Patator
53,332,2,2,72,328,36.0,164.0,1204819.277,12048.19277,BENIGN
80,1239689,3,4,26,11601,8.666666667,2900.25,9378.965208,5.646577488,DDoS
22,117,1,1,0,0,0.0,0.0,0.0,17094.01709,SSH-Patator
992,93,1,1,0,6,0.0,6.0,64516.12903,21505.37634,PortScan
21,214,2,1,14,0,7.0,0.0,65420.56075,14018.69159,FTP-Patator
35450,66,1,1,0,0,0.0,0.0,0.0,30303.0303,BENIGN
22,13058270,19,31,2008,2745,105.6842105,88.5483871,363.9838968,3.82899113,SSH-Patator
80,11720648,5,0,30,0,6.0,0.0,2.559585443,0.426597574,DDoS
5801,56,1,1,2,6,2.0,6.0,142857.1429,35714.28571,PortScan
2001,44,1,1,0,6,0.0,6.0,136363.6364,45454.54545,PortScan
80,75361,3,5,26,11601,8.666666667,2320.2,154284.0461,106.1557039,DDoS
53,155898,1,1,56,72,56.0,72.0,821.0496607,12.82890095,BENIGN
1025,71,1,1,2,6,2.0,6.0,112676.0563,28169.01408,PortScan
2047,49,1,1,2,6,2.0,6.0,163265.3061,40816.32653,PortScan
80,512246,3,5,26,11601,8.666666667,2320.2,22698.07866,15.61749628,DDoS
80,144152,3,6,26,11607,8.666666667,1934.5,80699.53938,62.43409734,DDoS
21,8990256,9,15,116,188,12.88888889,12.53333333,33.81438749,2.669556907,FTP-Patator
22,78,1,1,0,0,0.0,0.0,0.0,25641.02564,SSH-Patator
53,163,2,2,68,100,34.0,50.0,1030674.847,24539.8773,BENIGN
2811,89,1,1,2,6,2.0,6.0,89887.64045,22471.91011,PortScan
49953,1057494,1,7,6,42,6.0,6.0,45.39032846,7.565054743,BENIGN
443,62700541,7,2,169,92,24.14285714,46.0,4.162643509,0.143539431,BENIGN
1461,61,1,1,2,6,2.0,6.0,131147.541,32786.88525,PortScan
80,930476,3,6,26,11607,8.666666667,1934.5,12502.20317,9.672468715,DDoS
10617,43,1,1,0,6,0.0,6.0,139534.8837,46511.62791,PortScan
80,10298738,5,0,30,0,6.0,0.0,2.91297827,0.485496378,DDoS
80,5013797,26,34,4411,40797,169.6538462,1199.911765,9016.719265,11.96697832,BENIGN
53,152,2,2,62,94,31.0,47.0,1026315.789,26315.78947,BENIGN
8994,26,1,1,0,6,0.0,6.0,230769.2308,76923.07692,PortScan
22,72,1,1,0,0,0.0,0.0,0.0,27777.77778,SSH-Patator
49163,94,1,1,2,6,2.0,6.0,85106.38298,21276.59574,PortScan
443,561119,12,9,863,7414,71.91666667,823.7777778,14750.88172,37.4252164,BENIGN
9944,9,1,1,2,6,2.0,6.0,888888.8889,222222.2222,PortScan
32777,73,1,1,2,6,2.0,6.0,109589.0411,27397.26027,PortScan
53,31732,1,1,48,290,48.0,290.0,10651.70805,63.02785831,BENIGN
443,32074473,13,11,1256,4203,96.61538462,382.0909091,170.1976522,0.748258592,BENIGN
80,2245242,1,2,6,6,6.0,3.0,5.344635456,1.336158864,BENIGN
80,2995950,5,0,30,0,6.0,0.0,10.01351825,1.668919708,DDoS
22,74,1,1,0,0,0.0,0.0,0.0,27027.02703,SSH-Patator
53,218,2,2,80,176,40.0,88.0,1174311.927,18348.62385,BENIGN
80,81919644,9,6,62,11607,6.888888889,1934.5,142.4444667,0.183106264,DDoS
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
53,31175,2,2,70,230,35.0,115.0,9623.095429,128.3079391,BENIGN
53,53300,1,1,48,115,48.0,115.0,3058.161351,37.52345216,BENIGN
1025,127,1,1,0,6,0.0,6.0,47244.09449,15748.0315,PortScan
21,9271347,9,15,106,188,11.77777778,12.53333333,31.71060257,2.588620618,FTP-Patator
8383,38,1,1,0,6,0.0,6.0,157894.7368,52631.57895,PortScan
55078,45,3,1,43,6,14.33333333,6.0,1088888.889,88888.88889,BENIGN
21,243,2,1,14,0,7.0,0.0,57613.16872,12345.67901,FTP-Patator
21,48,2,0,14,0,7.0,0.0,291666.6667,41666.66667,FTP-Patator
80,41730,3,5,26,11601,8.666666667,2320.2,278624.4908,191.7086029,DDoS
22,12921718,21,31,2008,2745,95.61904762,88.5483871,367.8303458,4.024232691,SSH-Patator
4443,43,1,1,2,6,2.0,6.0,186046.5116,46511.62791,PortScan
808,76,1,1,0,6,0.0,6.0,78947.36842,26315.78947,PortScan
80,8057711,4,0,24,0,6.0,0.0,2.978513377,0.496418896,DDoS
27356,40,1,1,0,6,0.0,6.0,150000.0,50000.0,PortScan
80,50848,3,7,26,11601,8.666666667,1657.285714,228661.8943,196.6645689,DDoS
22,12090436,23,32,2008,2745,87.30434783,85.78125,393.1206451,4.549050175,SSH-Patator
21,273,2,1,14,0,7.0,0.0,51282.05128,10989.01099,FTP-Patator
80,2093402,5,0,30,0,6.0,0.0,14.33074011,2.388456684,DDoS
2047,77,1,1,0,6,0.0,6.0,77922.07792,25974.02597,PortScan
22,12015337,21,32,2008,2745,95.61904762,85.78125,395.577752,4.411029004,SSH-Patator
7004,44,1,1,0,6,0.0,6.0,136363.6364,45454.54545,PortScan
80,8109789,5,0,30,0,6.0,0.0,3.699233112,0.616538852,DDoS
53,176292,2,2,98,184,49.0,92.0,1599.618814,22.68962857,BENIGN
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
80,632943,3,5,26,11607,8.666666667,2321.4,18379.22214,12.63936879,DDoS
22,11225980,21,32,2008,2745,95.61904762,85.78125,423.3928797,4.721191379,SSH-Patator
50004,3,2,0,0,0,0.0,0.0,0.0,666666.6667,BENIGN
53,277,2,2,88,218,44.0,109.0,1104693.141,14440.43321,BENIGN
80,1616097,2,6,20,11607,10.0,1934.5,7194.493895,4.950197915,DDoS
11110,24,1,1,2,6,2.0,6.0,333333.3333,83333.33333,PortScan
4224,43,1,1,0,6,0.0,6.0,139534.8837,46511.62791,PortScan
7937,38,1,1,2,6,2.0,6.0,210526.3158,52631.57895,PortScan
53,164213,2,2,64,198,32.0,99.0,1595.488786,24.35860742,BENIGN
1094,18,1,1,2,6,2.0,6.0,444444.4444,111111.1111,PortScan
80,529268,3,5,26,11601,8.666666667,2320.2,21968.07666,15.11521573,DDoS
443,119274607,1004,1729,47924,2600010,47.73306773,1503.765182,22200.31628,22.91351084,BENIGN
3580,89,1,1,2,6,2.0,6.0,89887.64045,22471.91011,PortScan
80,81725600,8,5,56,11607,7.0,2321.4,142.7092612,0.159068884,DDoS
2605,25,1,1,0,6,0.0,6.0,240000.0,80000.0,PortScan
22,80,1,1,0,0,0.0,0.0,0.0,25000.0,SSH-Patator
443,54108,4,1,517,0,129.25,0.0,9554.964146,92.40777704,BENIGN
80,61806,4,1,1010,0,252.5,0.0,16341.45552,80.89829466,BENIGN
55175,74006733,6,9,11613,62,1935.5,6.888888889,157.7559166,0.202684261,BENIGN
21,226,2,1,14,0,7.0,0.0,61946.90265,13274.33628,FTP-Patator
443,867371,9,12,703,13392,78.11111111,1116.0,16250.25508,24.21109306,BENIGN
22,91,1,1,0,0,0.0,0.0,0.0,21978.02198,SSH-Patator
21,9318659,9,15,113,188,12.55555556,12.53333333,32.30078491,2.575477867,FTP-Patator
80,95917602,8,5,56,11601,7.0,2320.2,121.5313952,0.135532996,DDoS
22,81,1,1,0,0,0.0,0.0,0.0,24691.35802,SSH-Patator
21,241,2,1,14,0,7.0,0.0,58091.28631,12448.13278,FTP-Patator
80,89399711,8,5,56,11607,7.0,2321.4,130.4590347,0.14541434,DDoS
22,94,1,1,0,0,0.0,0.0,0.0,21276.59574,SSH-Patator
80,1794460,3,6,26,11601,8.666666667,1933.5,6479.386556,5.015436399,DDoS
21,9030518,9,15,105,188,11.66666667,12.53333333,32.44553635,2.657654854,FTP-Patator
53,150941,1,1,49,147,49.0,147.0,1298.520614,13.25021035,BENIGN
56960,39,1,1,6,6,6.0,6.0,307692.3077,51282.05128,BENIGN
53,234,2,2,76,108,38.0,54.0,786324.7863,17094.01709,BENIGN
53326,220,2,1,37,6,18.5,6.0,195454.5455,13636.36364,BENIGN
21,238,2,1,14,0,7.0,0.0,58823.52941,12605.04202,FTP-Patator
22,84,1,1,0,0,0.0,0.0,0.0,23809.52381,SSH-Patator
2366,74,1,1,0,6,0.0,6.0,81081.08108,27027.02703,PortScan
80,3397368,4,0,24,0,6.0,0.0,7.064292123,1.17738202,DDoS
1688,50,1,1,0,6,0.0,6.0,120000.0,40000.0,PortScan
2048,26,1,1,2,6,2.0,6.0,307692.3077,76923.07692,PortScan
21,252,2,1,14,0,7.0,0.0,55555.55556,11904.7619,FTP-Patator
1839,43,1,1,0,6,0.0,6.0,139534.8837,46511.62791,PortScan
5859,44,1,1,2,6,2.0,6.0,181818.1818,45454.54545,PortScan
80,4119292,11,18,335,29088,30.45454545,1616.0,7142.732295,7.040044746,BENIGN
443,110046686,13,14,1895,450,145.7692308,32.14285714,21.30913783,0.245350414,BENIGN
21,224,2,1,14,0,7.0,0.0,62500.0,13392.85714,FTP-Patator
21,248,2,1,14,0,7.0,0.0,56451.6129,12096.77419,FTP-Patator
30718,86,1,1,0,6,0.0,6.0,69767.44186,23255.81395,PortScan
80,114430053,15,15,432,1963,28.8,130.8666667,20.9298164,0.26216889,BENIGN
21,245,2,1,14,0,7.0,0.0,57142.85714,12244.89796,FTP-Patator
80,6095853,5,0,30,0,6.0,0.0,4.921378517,0.820229753,DDoS
80,1046343,3,6,26,11601,8.666666667,1933.5,11112.03496,8.60138597,DDoS
22,51,1,1,0,0,0.0,0.0,0.0,39215.68627,SSH-Patator
5999,48,1,1,2,6,2.0,6.0,166666.6667,41666.66667,PortScan
21,9429120,9,15,104,188,11.55555556,12.53333333,30.9678952,2.545306455,FTP-Patator
21,17,2,0,14,0,7.0,0.0,823529.4118,117647.0588,FTP-Patator
22,76,1,1,0,0,0.0,0.0,0.0,26315.78947,SSH-Patator
80,4114661,4,0,24,0,6.0,0.0,5.832801293,0.972133549,DDoS
443,5095608,5,1,123,46,24.6,46.0,33.16581652,1.17748461,BENIGN
9900,84,1,1,0,6,0.0,6.0,71428.57143,23809.52381,PortScan
53,23405,1,1,58,74,58.0,74.0,5639.820551,85.45182653,BENIGN
22,13936954,21,32,2008,2745,95.61904762,85.78125,341.0357816,3.802839559,SSH-Patator
80,6072588,4,0,24,0,6.0,0.0,3.952186448,0.658697741,DDoS
2383,70,1,1,2,6,2.0,6.0,114285.7143,28571.42857,PortScan
80,7937789,5,0,30,0,6.0,0.0,3.779389954,0.629898326,DDoS
21,8360612,9,15,110,188,12.22222222,12.53333333,35.64332372,2.870603252,FTP-Patator
1001,37,1,1,2,6,2.0,6.0,216216.2162,54054.05405,PortScan
80,7835968,4,0,24,0,6.0,0.0,3.062799644,0.510466607,DDoS
5999,86,1,1,0,6,0.0,6.0,69767.44186,23255.81395,PortScan
1022,75,1,1,2,6,2.0,6.0,106666.6667,26666.66667,PortScan
80,80266818,8,6,56,11601,7.0,1933.5,145.2281315,0.174418276,DDoS
21,8509496,9,15,118,188,13.11111111,12.53333333,35.95982653,2.820378551,FTP-Patator
22,78,1,1,0,0,0.0,0.0,0.0,25641.02564,SSH-Patator
22,12224374,23,33,2008,2745,87.30434783,83.18181818,388.8133658,4.581011674,SSH-Patator
21,8877343,9,15,107,188,11.88888889,12.53333333,33.23066372,2.703511625,FTP-Patator
80,65173187,38,51,372,84756,9.789473684,1661.882353,1306.181329,1.365592264,BENIGN
22,1352260,41,42,2728,6634,66.53658537,157.952381,6923.224824,61.37872894,BENIGN
53,69893,1,1,53,218,53.0,218.0,3877.355386,28.6151689,BENIGN
21,9755042,9,15,111,188,12.33333333,12.53333333,30.65081627,2.460266189,FTP-Patator
21,8395959,9,15,111,188,12.33333333,12.53333333,35.61237019,2.858518008,FTP-Patator
53,60148,1,1,54,104,54.0,104.0,2626.853761,33.25131343,BENIGN
80,2569938,4,0,24,0,6.0,0.0,9.338746694,1.556457782,DDoS
80,98780888,8,4,56,11607,7.0,2901.75,118.0693982,0.121480989,DDoS
80,80361333,9,6,62,11607,6.888888889,1934.5,145.2066506,0.186656934,DDoS
22,75,1,1,0,0,0.0,0.0,0.0,26666.66667,SSH-Patator
22,11710385,22,33,2008,2745,91.27272727,83.18181818,405.8790552,4.69668589,SSH-Patator
9290,49,1,1,0,6,0.0,6.0,122448.9796,40816.32653,PortScan
22,61,1,1,0,0,0.0,0.0,0.0,32786.88525,SSH-Patator
22,47,1,1,0,0,0.0,0.0,0.0,42553.19149,SSH-Patator
53,23512,1,1,56,117,56.0,117.0,7357.944879,85.06294658,BENIGN
443,35625178,12,15,2240,5158,186.6666667,343.8666667,207.6621203,0.75789095,BENIGN
22,12780517,21,32,2008,2745,95.61904762,85.78125,371.8941886,4.146937092,SSH-Patator
21,251,2,1,14,0,7.0,0.0,55776.89243,11952.19124,FTP-Patator
21,242,2,1,14,0,7.0,0.0,57851.23967,12396.69421,FTP-Patator
80,10053800,5,0,30,0,6.0,0.0,2.983946369,0.497324395,DDoS
21,238,2,1,14,0,7.0,0.0,58823.52941,12605.04202,FTP-Patator
53,31297,1,1,44,122,44.0,122.0,5304.02275,63.90388855,BENIGN
53,148069,2,2,66,174,33.0,87.0,1620.865948,27.01443246,BENIGN
10629,49,1,1,0,6,0.0,6.0,122448.9796,40816.32653,PortScan
22,11895298,21,31,2008,2745,95.61904762,88.5483871,399.5696451,4.371475183,SSH-Patator
53,273376,4,4,120,528,30.0,132.0,2370.3617,29.26372469,BENIGN
1066,55,1,1,2,6,2.0,6.0,145454.5455,36363.63636,PortScan
21,8018992,9,15,116,188,12.88888889,12.53333333,37.91000166,2.992894868,FTP-Patator
53,258,2,2,62,360,31.0,180.0,1635658.915,15503.87597,BENIGN
53,101173,2,2,64,204,32.0,102.0,2648.928074,39.53623991,BENIGN
80,7965376,6,0,36,0,6.0,0.0,4.519560659,0.75326011,DDoS
6757,957,3,0,18,0,6.0,0.0,18808.77743,3134.796238,BENIGN
80,764348,3,6,26,11607,8.666666667,1934.5,15219.50734,11.77474135,DDoS
22,11394071,20,33,2008,2745,100.4,83.18181818,417.1467775,4.651542017,SSH-Patator
443,115810827,21,18,1266,924,60.28571429,51.33333333,18.91014905,0.336756079,BENIGN
80,817456,3,4,26,11607,8.666666667,2901.75,14230.73535,8.563152023,DDoS
7911,63,1,1,2,6,2.0,6.0,126984.127,31746.03175,PortScan
22,106,1,1,0,0,0.0,0.0,0.0,18867.92453,SSH-Patator
21,273,2,1,14,0,7.0,0.0,51282.05128,10989.01099,FTP-Patator
515,28,1,1,0,6,0.0,6.0,214285.7143,71428.57143,PortScan
21,1,2,0,14,0,7.0,0.0,14000000.0,2000000.0,FTP-Patator
80,1943995,4,0,24,0,6.0,0.0,12.34571077,2.057618461,DDoS
8652,43,1,1,2,6,2.0,6.0,186046.5116,46511.62791,PortScan
7800,56,1,1,2,6,2.0,6.0,142857.1429,35714.28571,PortScan
80,800391,3,4,26,11601,8.666666667,2900.25,14526.6501,8.745725527,DDoS
5054,57,1,1,0,6,0.0,6.0,105263.1579,35087.7193,PortScan
21,8768037,9,15,110,188,12.22222222,12.53333333,33.98708286,2.737214727,FTP-Patator
80,21375,3,4,26,11601,8.666666667,2900.25,543953.2164,327.4853801,DDoS
80,2037368,4,5,443,872,110.75,174.4,645.4405881,4.417464101,BENIGN
80,1639053,3,6,26,11607,8.666666667,1934.5,7097.390993,5.490975582,DDoS
2200,77,1,1,0,6,0.0,6.0,77922.07792,25974.02597,PortScan
4444,77,1,1,0,6,0.0,6.0,77922.07792,25974.02597,PortScan
22,81,1,1,0,0,0.0,0.0,0.0,24691.35802,SSH-Patator
7676,76,1,1,0,6,0.0,6.0,78947.36842,26315.78947,PortScan
80,576344,3,6,26,11607,8.666666667,1934.5,20184.12615,15.61567397,DDoS
443,115911627,23,19,1217,6449,52.91304348,339.4210526,66.13659215,0.362345013,BENIGN
1914,62,1,1,2,6,2.0,6.0,129032.2581,32258.06452,PortScan
80,194820,3,6,26,11607,8.666666667,1934.5,59711.52859,46.19648907,DDoS
80,2899950,5,0,30,0,6.0,0.0,10.34500595,1.724167658,DDoS
54315,38,1,1,6,6,6.0,6.0,315789.4737,52631.57895,BENIGN
80,5116783,3,1,12,0,4.0,0.0,2.345223552,0.781741184,BENIGN
22,73,1,1,0,0,0.0,0.0,0.0,27397.26027,SSH-Patator
22,86,1,1,0,0,0.0,0.0,0.0,23255.81395,SSH-Patator
443,117898028,13,12,626,4311,48.15384615,359.25,41.8751703,0.212047652,BENIGN
22,12257875,21,32,2008,2745,95.61904762,85.78125,387.7507317,4.323751058,SSH-Patator
53,146048,1,1,45,128,45.0,128.0,1184.542068,13.69412796,BENIGN
21,234,2,1,14,0,7.0,0.0,59829.05983,12820.51282,FTP-Patator
21,232,2,1,14,0,7.0,0.0,60344.82759,12931.03448,FTP-Patator
4111,49,1,1,2,6,2.0,6.0,163265.3061,40816.32653,PortScan
21,215,2,1,14,0,7.0,0.0,65116.27907,13953.48837,FTP-Patator
10246,6,5,0,420,0,84.0,0.0,70000000.0,833333.3333,BENIGN
4567,81,1,1,2,6,2.0,6.0,98765.4321,24691.35802,PortScan
53,192,2,2,72,196,36.0,98.0,1395833.333,20833.33333,BENIGN
5900,36,1,1,2,6,2.0,6.0,222222.2222,55555.55556,PortScan
53,239,2,2,76,192,38.0,96.0,1121338.912,16736.40167,BENIGN
80,1164345,3,4,26,11601,8.666666667,2900.25,9985.871885,6.011963808,DDoS
21,19,2,0,14,0,7.0,0.0,736842.1053,105263.1579,FTP-Patator
80,80261217,8,4,56,11601,7.0,2900.25,145.2382662,0.149511812,DDoS
22,12588833,23,32,2008,2745,87.30434783,85.78125,377.5568395,4.368951435,SSH-Patator
22,92,1,1,0,0,0.0,0.0,0.0,21739.13043,SSH-Patator
80,12073729,5,0,30,0,6.0,0.0,2.48473359,0.414122265,DDoS
80,250042,3,5,26,11601,8.666666667,2320.2,46500.18797,31.9946249,DDoS
80,11129677,6,0,36,0,6.0,0.0,3.234595218,0.539099203,DDoS
22,30,1,1,0,0,0.0,0.0,0.0,66666.66667,SSH-Patator
2022,44,1,1,2,6,2.0,6.0,181818.1818,45454.54545,PortScan
22,79,1,1,0,0,0.0,0.0,0.0,25316.4557,SSH-Patator
53,909,2,2,94,206,47.0,103.0,330033.0033,4400.440044,BENIGN
80,5528398,3,1,0,0,0.0,0.0,0.0,0.723536909,BENIGN
22,13413079,21,32,1992,2745,94.85714286,85.78125,353.16276,3.951367169,SSH-Patator
80,314,2,0,12,0,6.0,0.0,38216.56051,6369.426752,BENIGN
777,42,1,1,2,6,2.0,6.0,190476.1905,47619.04762,PortScan
21,10059538,9,15,106,188,11.77777778,12.53333333,29.22599428,2.385795451,FTP-Patator
80,15,1,1,6,6,6.0,6.0,800000.0,133333.3333,BENIGN
53,157672,1,1,50,116,50.0,116.0,1052.818509,12.68456035,BENIGN
53,48712,2,2,68,220,34.0,110.0,5912.30087,82.11528987,BENIGN
