node_id,window_start,total_flows,total_anomalous_flows,high_conf_anomalous_flows,anomaly_ratio,avg_anomaly_score,max_anomaly_score,outbound_flows,outbound_anomalous_flows,outbound_high_conf_anomalous_flows,outbound_anomaly_ratio,inbound_flows,inbound_anomalous_flows,inbound_high_conf_anomalous_flows,inbound_anomaly_ratio,outbound_unique_targets,inbound_unique_sources,outbound_unique_target_ports,small_flow_ratio,single_packet_ratio,role_evidence_support,attacker_score,victim_score,compromised_score,node_role,top_predicted_labels
172.16.20.20,2026-05-10 09:00:00,134,128,128,0.9552238805970149,0.9507583673835821,0.9999986,0,0,0,0.0,134,128,128,0.9552238805970149,0,12,0,0.6343283582089553,0.0,1.0,0.0,0.890026058410681,0.5537343679652985,suspected_victim,DoS Slowhttptest:45; DoS slowloris:24; DDoS:20
172.16.10.11,2026-05-10 09:00:00,122,101,101,0.8278688524590164,0.8344953031455737,0.9999997,122,101,101,0.8278688524590164,0,0,0,0.0,4,0,53,0.5737704918032787,0.0,1.0,0.8335165488053888,0.0,0.4991975962781967,suspected_attacker,PortScan:43; DoS Hulk:40; DoS slowloris:6
172.16.20.21,2026-05-10 09:00:00,132,100,100,0.7575757575757576,0.7572845523602273,0.9999991,0,0,0,0.0,132,100,100,0.7575757575757576,0,12,0,0.5,0.0,1.0,0.0,0.811945600230303,0.46583628960520834,suspected_victim,DDoS:40; DoS slowloris:20; PortScan:17
172.16.30.30,2026-05-10 10:00:00,5,5,5,1.0,0.988323498,0.99981445,0,0,0,0.0,5,5,5,1.0,0,5,0,0.6,0.0,0.05208333333333333,0.0,0.7601017078333334,0.4535912911666667,uncertain,Bot:4; PortScan:1
104.16.132.229,2026-05-10 10:00:00,29,10,10,0.3448275862068966,0.34682657863586214,0.9999572,17,6,6,0.35294117647058826,12,4,4,0.3333333333333333,6,4,9,0.4827586206896552,0.0,0.48333333333333334,0.563137218504902,0.5730926629166667,0.3765054952336782,uncertain,PortScan:3; Bot:2; Web Attack � Sql Injection:1
172.16.40.41,2026-05-10 10:00:00,55,11,10,0.2,0.19200934852763638,0.9632907,28,7,6,0.25,27,4,4,0.14814814814814814,8,8,6,0.5636363636363636,0.0,0.9166666666666666,0.6579432066666666,0.5645763196759259,0.36161344824302016,uncertain,SSH-Patator:2; Web Attack � XSS:2; Bot:2
172.16.30.31,2026-05-10 10:00:00,35,21,21,0.6,0.6120288199671429,0.9999886,0,0,0,0.0,35,21,21,0.6,0,10,0,0.7142857142857143,0.0,0.5833333333333334,0.0,0.6807062479761904,0.3459238716584524,uncertain,PortScan:17; DoS Hulk:1; Bot:1
172.16.40.40,2026-05-10 10:00:00,55,8,8,0.14545454545454545,0.1464004909212727,0.9997025,28,5,5,0.17857142857142858,27,3,3,0.1111111111111111,8,8,11,0.43636363636363634,0.0,0.9166666666666666,0.5964324585952381,0.5606164119444444,0.2995451984878939,uncertain,Bot:3; DoS Hulk:1; Web Attack � XSS:1
61.135.169.121,2026-05-10 10:00:00,36,8,8,0.2222222222222222,0.23311393734666672,0.9999429,20,5,5,0.25,16,3,3,0.1875,6,4,11,0.6666666666666666,0.0,0.6,0.561230102,0.4636923216666667,0.2902229287811111,uncertain,Bot:5; PortScan:1; DDoS:1
114.114.114.114,2026-05-10 10:00:00,36,7,7,0.19444444444444445,0.20586221243138889,0.9999212,20,5,5,0.25,16,2,2,0.125,6,4,10,0.5555555555555556,0.0,0.525,0.5565400020000001,0.45359959999999994,0.2262919419967361,uncertain,Bot:3; PortScan:2; Web Attack � XSS:2
172.16.40.42,2026-05-10 10:00:00,55,6,6,0.10909090909090909,0.1294143009416364,0.9718339,28,4,4,0.14285714285714285,27,2,2,0.07407407407407407,8,8,8,0.43636363636363634,0.0,0.6875,0.5599204708928571,0.4543867046296296,0.20530022927581315,uncertain,Bot:3; Web Attack � XSS:2; Web Attack � Sql Injection:1
52.84.217.72,2026-05-10 10:00:00,28,5,5,0.17857142857142858,0.2029683885582143,0.9999886,16,3,3,0.1875,12,2,2,0.16666666666666666,5,4,7,0.4642857142857143,0.0,0.2916666666666667,0.44632162,0.4293641624999999,0.18202929952050595,uncertain,PortScan:3; Web Attack � XSS:1; Bot:1
23.45.119.216,2026-05-10 10:00:00,28,5,5,0.17857142857142858,0.19008839613428571,0.999914,16,3,3,0.1875,12,2,2,0.16666666666666666,5,4,6,0.42857142857142855,0.0,0.2916666666666667,0.4067679625,0.4343209075,0.1788093014145238,uncertain,PortScan:2; DoS Hulk:1; SSH-Patator:1
8.8.8.8,2026-05-10 10:00:00,36,6,5,0.16666666666666666,0.17806767985527774,0.9999355,20,4,4,0.2,16,2,1,0.125,6,4,6,0.4444444444444444,0.0,0.375,0.49606564375,0.41639597500000003,0.17394400329715276,uncertain,Bot:2; PortScan:2; Web Attack � XSS:1
203.119.144.80,2026-05-10 10:00:00,33,6,6,0.18181818181818182,0.17488519144515152,0.99960345,17,5,5,0.29411764705882354,16,1,1,0.0625,6,4,9,0.45454545454545453,0.0,0.41250000000000003,0.5077976538235295,0.37634634,0.16328805922492426,uncertain,Bot:2; PortScan:2; DoS Hulk:1
151.101.1.69,2026-05-10 10:00:00,28,5,5,0.17857142857142858,0.21957197101714288,0.9999721,16,4,4,0.25,12,1,1,0.08333333333333333,5,4,10,0.6071428571428571,0.0,0.2916666666666667,0.46576139166666664,0.3923851750000001,0.16118019513523812,uncertain,PortScan:2; Web Attack � XSS:1; SSH-Patator:1
172.16.10.10,2026-05-10 10:00:00,3,1,1,0.3333333333333333,0.35502282719333333,0.99991685,3,1,1,0.3333333333333333,0,0,0,0.0,1,0,3,0.6666666666666666,0.0,0.00625,0.48370317083333325,0.0,0.15561768596499997,uncertain,PortScan:1
172.16.10.11,2026-05-10 10:00:00,3,1,1,0.3333333333333333,0.35253238656,0.99987006,3,1,1,0.3333333333333333,0,0,0,0.0,1,0,3,0.3333333333333333,0.0,0.00625,0.4836914733333333,0.0,0.15499507580666666,uncertain,PortScan:1
172.16.40.43,2026-05-10 10:00:00,55,3,3,0.05454545454545454,0.09501957919509091,0.9764271,28,1,1,0.03571428571428571,27,2,2,0.07407407407407407,8,8,11,0.4909090909090909,0.0,0.34375,0.3647608217857143,0.38427724212962966,0.07760483392214934,uncertain,Bot:3; DDoS:1
